6677.6s 1 
6677.6s 2 This could be a false alarm, with some parameters getting used by language bindings but
6677.6s 3 then being mistakenly passed down to XGBoost core, or some parameter actually being used
6677.6s 4 but getting flagged wrongly here. Please open an issue if you find any such cases.
6677.6s 5 
6677.6s 6 
6677.6s 7 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
6677.6s 8 UserWarning,
6677.6s 9 [0]	validation_0-mlogloss:1.70836
6727.5s 978 [21]	validation_0-mlogloss:0.75324
6727.5s 979 [22]	validation_0-mlogloss:0.74085
6727.6s 980 [23]	validation_0-mlogloss:0.72997
6727.6s 981 [24]	validation_0-mlogloss:0.71980
6727.6s 982 [25]	validation_0-mlogloss:0.71010
6727.6s 983 [26]	validation_0-mlogloss:0.70125
6727.6s 984 [27]	validation_0-mlogloss:0.69325
6727.7s 985 [28]	validation_0-mlogloss:0.68532
6727.7s 986 [29]	validation_0-mlogloss:0.67795
6727.7s 987 [30]	validation_0-mlogloss:0.67030
6727.7s 988 [31]	validation_0-mlogloss:0.66276
6727.7s 989 [32]	validation_0-mlogloss:0.65620
6727.7s 990 [33]	validation_0-mlogloss:0.65017
6727.8s 991 [34]	validation_0-mlogloss:0.64438
6727.8s 992 [35]	validation_0-mlogloss:0.63895
6727.8s 993 [36]	validation_0-mlogloss:0.63405
6727.8s 994 [37]	validation_0-mlogloss:0.62825
6727.8s 995 [38]	validation_0-mlogloss:0.62401
6727.9s 996 [39]	validation_0-mlogloss:0.61888
6727.9s 997 [40]	validation_0-mlogloss:0.61413
6727.9s 998 [41]	validation_0-mlogloss:0.60978
6727.9s 999 [42]	validation_0-mlogloss:0.60526
6727.9s 1000 [43]	validation_0-mlogloss:0.60137
6727.9s 1001 [44]	validation_0-mlogloss:0.59760
6728.0s 1002 [45]	validation_0-mlogloss:0.59409
6728.0s 1003 [46]	validation_0-mlogloss:0.59094
6728.0s 1004 [47]	validation_0-mlogloss:0.58748
6728.0s 1005 [48]	validation_0-mlogloss:0.58509
6728.0s 1006 [49]	validation_0-mlogloss:0.58196
6728.1s 1007 [50]	validation_0-mlogloss:0.57945
6728.1s 1008 [51]	validation_0-mlogloss:0.57673
6728.1s 1009 [52]	validation_0-mlogloss:0.57359
6728.1s 1010 [53]	validation_0-mlogloss:0.57171
6728.1s 1011 [54]	validation_0-mlogloss:0.56956
6728.1s 1012 [55]	validation_0-mlogloss:0.56669
6728.2s 1013 [56]	validation_0-mlogloss:0.56506
6728.2s 1014 [57]	validation_0-mlogloss:0.56253
6728.2s 1015 [58]	validation_0-mlogloss:0.56043
6728.2s 1016 [59]	validation_0-mlogloss:0.55849
6728.2s 1017 [60]	validation_0-mlogloss:0.55677
6728.3s 1018 [61]	validation_0-mlogloss:0.55508
6728.3s 1019 [62]	validation_0-mlogloss:0.55311
6728.3s 1020 [63]	validation_0-mlogloss:0.55166
6728.3s 1021 [64]	validation_0-mlogloss:0.54971
6728.3s 1022 [65]	validation_0-mlogloss:0.54757
6728.4s 1023 [66]	validation_0-mlogloss:0.54562
6728.4s 1024 [67]	validation_0-mlogloss:0.54398
6728.4s 1025 [68]	validation_0-mlogloss:0.54235
6728.4s 1026 [69]	validation_0-mlogloss:0.54054
6728.4s 1027 [70]	validation_0-mlogloss:0.53885
6728.5s 1028 [71]	validation_0-mlogloss:0.53714
6728.5s 1029 [72]	validation_0-mlogloss:0.53584
6728.5s 1030 [73]	validation_0-mlogloss:0.53410
6728.5s 1031 [74]	validation_0-mlogloss:0.53290
6728.5s 1032 [75]	validation_0-mlogloss:0.53165
6728.5s 1033 [76]	validation_0-mlogloss:0.53043
6728.6s 1034 [77]	validation_0-mlogloss:0.52903
6728.6s 1035 [78]	validation_0-mlogloss:0.52774
6728.6s 1036 [79]	validation_0-mlogloss:0.52645
6728.6s 1037 [80]	validation_0-mlogloss:0.52536
6728.6s 1038 [81]	validation_0-mlogloss:0.52406
6728.7s 1039 [82]	validation_0-mlogloss:0.52313
6728.7s 1040 [83]	validation_0-mlogloss:0.52184
6728.7s 1041 [84]	validation_0-mlogloss:0.52059
6728.7s 1042 [85]	validation_0-mlogloss:0.51974
6728.7s 1043 [86]	validation_0-mlogloss:0.51868
6728.8s 1044 [87]	validation_0-mlogloss:0.51701
6728.8s 1045 [88]	validation_0-mlogloss:0.51620
6728.8s 1046 [89]	validation_0-mlogloss:0.51506
6728.8s 1047 [90]	validation_0-mlogloss:0.51406
6728.8s 1048 [91]	validation_0-mlogloss:0.51320
6728.8s 1049 [92]	validation_0-mlogloss:0.51239
6728.9s 1050 [93]	validation_0-mlogloss:0.51166
6728.9s 1051 [94]	validation_0-mlogloss:0.51098
6728.9s 1052 [95]	validation_0-mlogloss:0.51021
6728.9s 1053 [96]	validation_0-mlogloss:0.50974
6728.9s 1054 [97]	validation_0-mlogloss:0.50857
6728.9s 1055 [98]	validation_0-mlogloss:0.50732
6729.0s 1056 [99]	validation_0-mlogloss:0.50629
6729.0s 1057 [32m[I 2022-06-15 17:54:56,488][0m Trial 14 finished with value: 0.8009499136442142 and parameters: {'xgb_est': 100, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}. Best is trial 9 with value: 0.8009499136442142.[0m
6729.0s 1058 precision    recall  f1-score   support
6729.0s 1059 
6729.0s 1060 0       1.00      1.00      1.00       413
6729.0s 1061 1       0.64      0.64      0.64       413
6729.0s 1062 2       0.83      0.95      0.88       411
6729.0s 1063 3       1.00      1.00      1.00       389
6729.0s 1064 4       0.56      0.58      0.57       380
6729.0s 1065 5       0.75      0.57      0.65       310
6729.0s 1066 
6729.0s 1067 accuracy                           0.80      2316
6729.0s 1068 macro avg       0.80      0.79      0.79      2316
6729.0s 1069 weighted avg       0.80      0.80      0.80      2316
6729.0s 1070 
6729.0s 1071 (44004, 75)
6729.0s 1072 (44004,)
6729.0s 1073 (2316, 75)
6729.0s 1074 (2316,)
6729.2s 1075 [0]	validation_0-mlogloss:1.63593
6729.2s 1076 [1]	validation_0-mlogloss:1.51549
6729.2s 1077 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
6729.2s 1078 UserWarning,
6729.2s 1079 [2]	validation_0-mlogloss:1.41681
6729.2s 1080 [3]	validation_0-mlogloss:1.33329
6729.3s 1081 [4]	validation_0-mlogloss:1.26264
6729.3s 1082 [5]	validation_0-mlogloss:1.20128
6729.3s 1083 [6]	validation_0-mlogloss:1.14691
6729.3s 1084 [7]	validation_0-mlogloss:1.09939
6729.3s 1085 [8]	validation_0-mlogloss:1.05741
6729.4s 1086 [9]	validation_0-mlogloss:1.01892
6729.4s 1087 [10]	validation_0-mlogloss:0.98501
6729.4s 1088 [11]	validation_0-mlogloss:0.95323
6729.4s 1089 [12]	validation_0-mlogloss:0.92339
6729.4s 1090 [13]	validation_0-mlogloss:0.89727
6729.5s 1091 [14]	validation_0-mlogloss:0.87362
6729.5s 1092 [15]	validation_0-mlogloss:0.85157
6729.5s 1093 [16]	validation_0-mlogloss:0.83161
6729.5s 1094 [17]	validation_0-mlogloss:0.81254
6729.5s 1095 [18]	validation_0-mlogloss:0.79590
6729.6s 1096 [19]	validation_0-mlogloss:0.78080
6729.6s 1097 [20]	validation_0-mlogloss:0.76633
6729.6s 1098 [21]	validation_0-mlogloss:0.75324
6729.6s 1099 [22]	validation_0-mlogloss:0.74085
6729.6s 1100 [23]	validation_0-mlogloss:0.72997
6729.7s 1101 [24]	validation_0-mlogloss:0.71980
6729.7s 1102 [25]	validation_0-mlogloss:0.71010
6729.7s 1103 [26]	validation_0-mlogloss:0.70125
6729.7s 1104 [27]	validation_0-mlogloss:0.69325
6729.7s 1105 [28]	validation_0-mlogloss:0.68532
6729.7s 1106 [29]	validation_0-mlogloss:0.67795
6729.8s 1107 [30]	validation_0-mlogloss:0.67030
6729.8s 1108 [31]	validation_0-mlogloss:0.66276
6729.8s 1109 [32]	validation_0-mlogloss:0.65620
6729.8s 1110 [33]	validation_0-mlogloss:0.65017
6729.8s 1111 [34]	validation_0-mlogloss:0.64438
6729.8s 1112 [35]	validation_0-mlogloss:0.63895
6729.9s 1113 [36]	validation_0-mlogloss:0.63405
6729.9s 1114 [37]	validation_0-mlogloss:0.62825
6729.9s 1115 [38]	validation_0-mlogloss:0.62401
6729.9s 1116 [39]	validation_0-mlogloss:0.61888
6729.9s 1117 [40]	validation_0-mlogloss:0.61413
6730.0s 1118 [41]	validation_0-mlogloss:0.60978
6730.0s 1119 [42]	validation_0-mlogloss:0.60526
6730.0s 1120 [43]	validation_0-mlogloss:0.60137
6730.0s 1121 [44]	validation_0-mlogloss:0.59760
6730.0s 1122 [45]	validation_0-mlogloss:0.59409
6730.0s 1123 [46]	validation_0-mlogloss:0.59094
6730.1s 1124 [47]	validation_0-mlogloss:0.58748
6730.1s 1125 [48]	validation_0-mlogloss:0.58509
6730.1s 1126 [49]	validation_0-mlogloss:0.58196
6730.1s 1127 [50]	validation_0-mlogloss:0.57945
6730.1s 1128 [51]	validation_0-mlogloss:0.57673
6730.2s 1129 [52]	validation_0-mlogloss:0.57359
6730.2s 1130 [53]	validation_0-mlogloss:0.57171
6730.2s 1131 [54]	validation_0-mlogloss:0.56956
6730.2s 1132 [55]	validation_0-mlogloss:0.56669
6730.2s 1133 [56]	validation_0-mlogloss:0.56506
6730.2s 1134 [57]	validation_0-mlogloss:0.56253
6730.3s 1135 [58]	validation_0-mlogloss:0.56043
6730.3s 1136 [59]	validation_0-mlogloss:0.55849
6730.3s 1137 [60]	validation_0-mlogloss:0.55677
6730.3s 1138 [61]	validation_0-mlogloss:0.55508
6730.3s 1139 [62]	validation_0-mlogloss:0.55311
6730.4s 1140 [63]	validation_0-mlogloss:0.55166
6730.4s 1141 [64]	validation_0-mlogloss:0.54971
6730.4s 1142 [65]	validation_0-mlogloss:0.54757
6730.4s 1143 [66]	validation_0-mlogloss:0.54562
6730.4s 1144 [67]	validation_0-mlogloss:0.54398
6730.4s 1145 [68]	validation_0-mlogloss:0.54235
6730.5s 1146 [69]	validation_0-mlogloss:0.54054
6730.5s 1147 [70]	validation_0-mlogloss:0.53885
6730.5s 1148 [71]	validation_0-mlogloss:0.53714
6730.5s 1149 [72]	validation_0-mlogloss:0.53584
6730.5s 1150 [73]	validation_0-mlogloss:0.53410
6730.6s 1151 [74]	validation_0-mlogloss:0.53290
6730.6s 1152 [75]	validation_0-mlogloss:0.53165
6730.6s 1153 [76]	validation_0-mlogloss:0.53043
6730.6s 1154 [77]	validation_0-mlogloss:0.52903
6730.6s 1155 [78]	validation_0-mlogloss:0.52774
6730.7s 1156 [79]	validation_0-mlogloss:0.52645
6730.7s 1157 [80]	validation_0-mlogloss:0.52536
6730.7s 1158 [81]	validation_0-mlogloss:0.52406
6730.7s 1159 [82]	validation_0-mlogloss:0.52313
6730.7s 1160 [83]	validation_0-mlogloss:0.52184
6730.8s 1161 [84]	validation_0-mlogloss:0.52059
6730.8s 1162 [85]	validation_0-mlogloss:0.51974
6730.8s 1163 [86]	validation_0-mlogloss:0.51868
6730.8s 1164 [87]	validation_0-mlogloss:0.51701
6730.8s 1165 [88]	validation_0-mlogloss:0.51620
6730.8s 1166 [89]	validation_0-mlogloss:0.51506
6730.9s 1167 [90]	validation_0-mlogloss:0.51406
6730.9s 1168 [91]	validation_0-mlogloss:0.51320
6730.9s 1169 [92]	validation_0-mlogloss:0.51239
6730.9s 1170 [93]	validation_0-mlogloss:0.51166
6730.9s 1171 [94]	validation_0-mlogloss:0.51098
6730.9s 1172 [95]	validation_0-mlogloss:0.51021
6731.0s 1173 [96]	validation_0-mlogloss:0.50974
6731.0s 1174 [97]	validation_0-mlogloss:0.50857
6731.0s 1175 [98]	validation_0-mlogloss:0.50732
6731.0s 1176 [99]	validation_0-mlogloss:0.50629
6731.0s 1177 [100]	validation_0-mlogloss:0.50561
6731.1s 1178 [101]	validation_0-mlogloss:0.50520
6731.1s 1179 [102]	validation_0-mlogloss:0.50463
6731.1s 1180 [103]	validation_0-mlogloss:0.50401
6731.1s 1181 [104]	validation_0-mlogloss:0.50290
6731.1s 1182 [105]	validation_0-mlogloss:0.50200
6731.2s 1183 [106]	validation_0-mlogloss:0.50102
6731.2s 1184 [107]	validation_0-mlogloss:0.49954
6731.2s 1185 [108]	validation_0-mlogloss:0.49854
6731.2s 1186 [109]	validation_0-mlogloss:0.49739
6731.2s 1187 [110]	validation_0-mlogloss:0.49681
6731.2s 1188 [111]	validation_0-mlogloss:0.49583
6731.3s 1189 [112]	validation_0-mlogloss:0.49526
6731.3s 1190 [113]	validation_0-mlogloss:0.49407
6731.3s 1191 [114]	validation_0-mlogloss:0.49337
6731.3s 1192 [115]	validation_0-mlogloss:0.49285
6731.3s 1193 [116]	validation_0-mlogloss:0.49207
6731.3s 1194 [117]	validation_0-mlogloss:0.49141
6731.4s 1195 [118]	validation_0-mlogloss:0.48995
6731.4s 1196 [119]	validation_0-mlogloss:0.48906
6731.4s 1197 [120]	validation_0-mlogloss:0.48853
6731.4s 1198 [121]	validation_0-mlogloss:0.48806
6731.4s 1199 [122]	validation_0-mlogloss:0.48739
6731.5s 1200 [123]	validation_0-mlogloss:0.48644
6731.5s 1201 [124]	validation_0-mlogloss:0.48587
6731.5s 1202 [125]	validation_0-mlogloss:0.48518
6731.5s 1203 [126]	validation_0-mlogloss:0.48471
6731.5s 1204 [127]	validation_0-mlogloss:0.48374
6731.5s 1205 [128]	validation_0-mlogloss:0.48306
6731.6s 1206 [129]	validation_0-mlogloss:0.48248
6731.6s 1207 [130]	validation_0-mlogloss:0.48173
6731.6s 1208 [131]	validation_0-mlogloss:0.48141
6731.6s 1209 [132]	validation_0-mlogloss:0.48063
6731.6s 1210 [133]	validation_0-mlogloss:0.48005
6731.6s 1211 [134]	validation_0-mlogloss:0.47952
6731.7s 1212 [135]	validation_0-mlogloss:0.47906
6731.7s 1213 [136]	validation_0-mlogloss:0.47782
6731.7s 1214 [137]	validation_0-mlogloss:0.47714
6731.7s 1215 [138]	validation_0-mlogloss:0.47656
6731.7s 1216 [139]	validation_0-mlogloss:0.47584
6731.8s 1217 [140]	validation_0-mlogloss:0.47514
6731.8s 1218 [141]	validation_0-mlogloss:0.47461
6731.8s 1219 [142]	validation_0-mlogloss:0.47356
6731.8s 1220 [143]	validation_0-mlogloss:0.47315
6731.8s 1221 [144]	validation_0-mlogloss:0.47272
6731.8s 1222 [145]	validation_0-mlogloss:0.47219
6731.9s 1223 [146]	validation_0-mlogloss:0.47198
6731.9s 1224 [147]	validation_0-mlogloss:0.47138
6731.9s 1225 [148]	validation_0-mlogloss:0.47104
6731.9s 1226 [149]	validation_0-mlogloss:0.47041
6731.9s 1227 [150]	validation_0-mlogloss:0.47012
6731.9s 1228 [151]	validation_0-mlogloss:0.46959
6732.0s 1229 [152]	validation_0-mlogloss:0.46904
6732.0s 1230 [153]	validation_0-mlogloss:0.46859
6732.0s 1231 [154]	validation_0-mlogloss:0.46796
6732.0s 1232 [155]	validation_0-mlogloss:0.46776
6732.0s 1233 [156]	validation_0-mlogloss:0.46722
6732.0s 1234 [157]	validation_0-mlogloss:0.46662
6732.1s 1235 [158]	validation_0-mlogloss:0.46614
6732.1s 1236 [159]	validation_0-mlogloss:0.46570
6732.1s 1237 [160]	validation_0-mlogloss:0.46531
6732.1s 1238 [161]	validation_0-mlogloss:0.46498
6732.1s 1239 [162]	validation_0-mlogloss:0.46440
6732.1s 1240 [163]	validation_0-mlogloss:0.46420
6732.2s 1241 [164]	validation_0-mlogloss:0.46357
6732.2s 1242 [165]	validation_0-mlogloss:0.46328
6732.2s 1243 [166]	validation_0-mlogloss:0.46287
6732.2s 1244 [167]	validation_0-mlogloss:0.46186
6732.2s 1245 [168]	validation_0-mlogloss:0.46157
6732.2s 1246 [169]	validation_0-mlogloss:0.46081
6732.3s 1247 [170]	validation_0-mlogloss:0.46051
6732.3s 1248 [171]	validation_0-mlogloss:0.46011
6732.3s 1249 [172]	validation_0-mlogloss:0.45985
6732.3s 1250 [173]	validation_0-mlogloss:0.45949
6732.3s 1251 [174]	validation_0-mlogloss:0.45899
6732.4s 1252 [175]	validation_0-mlogloss:0.45872
6732.4s 1253 [176]	validation_0-mlogloss:0.45832
6732.4s 1254 [177]	validation_0-mlogloss:0.45756
6732.4s 1255 [178]	validation_0-mlogloss:0.45710
6732.4s 1256 [179]	validation_0-mlogloss:0.45679
6732.4s 1257 [180]	validation_0-mlogloss:0.45645
6732.5s 1258 [181]	validation_0-mlogloss:0.45624
6732.5s 1259 [182]	validation_0-mlogloss:0.45608
6732.5s 1260 [183]	validation_0-mlogloss:0.45563
6732.5s 1261 [184]	validation_0-mlogloss:0.45533
6732.5s 1262 [185]	validation_0-mlogloss:0.45467
6732.5s 1263 [186]	validation_0-mlogloss:0.45404
6732.6s 1264 [187]	validation_0-mlogloss:0.45354
6732.6s 1265 [188]	validation_0-mlogloss:0.45313
6732.6s 1266 [189]	validation_0-mlogloss:0.45257
6732.6s 1267 [190]	validation_0-mlogloss:0.45240
6732.6s 1268 [191]	validation_0-mlogloss:0.45212
6732.6s 1269 [192]	validation_0-mlogloss:0.45188
6732.6s 1270 [193]	validation_0-mlogloss:0.45127
6732.7s 1271 [194]	validation_0-mlogloss:0.45084
6732.7s 1272 [195]	validation_0-mlogloss:0.44995
6732.7s 1273 [196]	validation_0-mlogloss:0.44977
6732.7s 1274 [197]	validation_0-mlogloss:0.44945
6732.7s 1275 [198]	validation_0-mlogloss:0.44904
6732.7s 1276 [199]	validation_0-mlogloss:0.44868
6732.8s 1277 [200]	validation_0-mlogloss:0.44852
6732.8s 1278 [201]	validation_0-mlogloss:0.44794
6732.8s 1279 [202]	validation_0-mlogloss:0.44767
6732.8s 1280 [203]	validation_0-mlogloss:0.44733
6732.8s 1281 [204]	validation_0-mlogloss:0.44724
6732.8s 1282 [205]	validation_0-mlogloss:0.44670
6732.9s 1283 [206]	validation_0-mlogloss:0.44650
6732.9s 1284 [207]	validation_0-mlogloss:0.44620
6732.9s 1285 [208]	validation_0-mlogloss:0.44567
6732.9s 1286 [209]	validation_0-mlogloss:0.44485
6732.9s 1287 [210]	validation_0-mlogloss:0.44435
6732.9s 1288 [211]	validation_0-mlogloss:0.44403
6733.0s 1289 [212]	validation_0-mlogloss:0.44354
6733.0s 1290 [213]	validation_0-mlogloss:0.44321
6733.0s 1291 [214]	validation_0-mlogloss:0.44306
6733.0s 1292 [215]	validation_0-mlogloss:0.44248
6733.0s 1293 [216]	validation_0-mlogloss:0.44215
6733.0s 1294 [217]	validation_0-mlogloss:0.44184
6733.1s 1295 [218]	validation_0-mlogloss:0.44165
6733.1s 1296 [219]	validation_0-mlogloss:0.44122
6733.1s 1297 [220]	validation_0-mlogloss:0.44104
6733.1s 1298 [221]	validation_0-mlogloss:0.44082
6733.1s 1299 [222]	validation_0-mlogloss:0.44053
6733.1s 1300 [223]	validation_0-mlogloss:0.44031
6733.1s 1301 [224]	validation_0-mlogloss:0.44008
6733.2s 1302 [225]	validation_0-mlogloss:0.44002
6733.2s 1303 [226]	validation_0-mlogloss:0.43968
6733.2s 1304 [227]	validation_0-mlogloss:0.43952
6733.2s 1305 [228]	validation_0-mlogloss:0.43938
6733.2s 1306 [229]	validation_0-mlogloss:0.43891
6733.2s 1307 [230]	validation_0-mlogloss:0.43861
6733.3s 1308 [231]	validation_0-mlogloss:0.43843
6733.3s 1309 [232]	validation_0-mlogloss:0.43823
6733.3s 1310 [233]	validation_0-mlogloss:0.43816
6733.3s 1311 [234]	validation_0-mlogloss:0.43800
6733.3s 1312 [235]	validation_0-mlogloss:0.43762
6733.3s 1313 [236]	validation_0-mlogloss:0.43742
6733.3s 1314 [237]	validation_0-mlogloss:0.43731
6733.4s 1315 [238]	validation_0-mlogloss:0.43721
6733.4s 1316 [239]	validation_0-mlogloss:0.43695
6733.4s 1317 [240]	validation_0-mlogloss:0.43677
6733.4s 1318 [241]	validation_0-mlogloss:0.43625
6733.4s 1319 [242]	validation_0-mlogloss:0.43569
6733.4s 1320 [243]	validation_0-mlogloss:0.43542
6733.5s 1321 [244]	validation_0-mlogloss:0.43496
6733.5s 1322 [245]	validation_0-mlogloss:0.43486
6733.5s 1323 [246]	validation_0-mlogloss:0.43471
6733.5s 1324 [247]	validation_0-mlogloss:0.43456
6733.5s 1325 [248]	validation_0-mlogloss:0.43428
6733.5s 1326 [249]	validation_0-mlogloss:0.43407
6733.5s 1327 [250]	validation_0-mlogloss:0.43360
6733.6s 1328 [251]	validation_0-mlogloss:0.43333
6733.6s 1329 [252]	validation_0-mlogloss:0.43320
6733.6s 1330 [253]	validation_0-mlogloss:0.43314
6733.6s 1331 [254]	validation_0-mlogloss:0.43286
6733.6s 1332 [255]	validation_0-mlogloss:0.43251
6733.6s 1333 [256]	validation_0-mlogloss:0.43189
6733.7s 1334 [257]	validation_0-mlogloss:0.43181
6733.7s 1335 [258]	validation_0-mlogloss:0.43158
6733.7s 1336 [259]	validation_0-mlogloss:0.43137
6733.7s 1337 [260]	validation_0-mlogloss:0.43114
6733.7s 1338 [261]	validation_0-mlogloss:0.43073
6733.7s 1339 [262]	validation_0-mlogloss:0.43041
6733.8s 1340 [263]	validation_0-mlogloss:0.43033
6733.8s 1341 [264]	validation_0-mlogloss:0.43007
6733.8s 1342 [265]	validation_0-mlogloss:0.42986
6733.8s 1343 [266]	validation_0-mlogloss:0.42978
6733.8s 1344 [267]	validation_0-mlogloss:0.42960
6733.8s 1345 [268]	validation_0-mlogloss:0.42941
6733.8s 1346 [269]	validation_0-mlogloss:0.42885
6733.9s 1347 [270]	validation_0-mlogloss:0.42874
6733.9s 1348 [271]	validation_0-mlogloss:0.42859
6733.9s 1349 [272]	validation_0-mlogloss:0.42808
6733.9s 1350 [273]	validation_0-mlogloss:0.42779
6733.9s 1351 [274]	validation_0-mlogloss:0.42773
6733.9s 1352 [275]	validation_0-mlogloss:0.42757
6734.0s 1353 [276]	validation_0-mlogloss:0.42711
6734.0s 1354 [277]	validation_0-mlogloss:0.42695
6734.0s 1355 [278]	validation_0-mlogloss:0.42679
6734.0s 1356 [279]	validation_0-mlogloss:0.42644
6734.0s 1357 [280]	validation_0-mlogloss:0.42634
6734.0s 1358 [281]	validation_0-mlogloss:0.42611
6734.1s 1359 [282]	validation_0-mlogloss:0.42584
6734.1s 1360 [283]	validation_0-mlogloss:0.42565
6734.1s 1361 [284]	validation_0-mlogloss:0.42560
6734.1s 1362 [285]	validation_0-mlogloss:0.42525
6734.1s 1363 [286]	validation_0-mlogloss:0.42491
6734.1s 1364 [287]	validation_0-mlogloss:0.42465
6734.2s 1365 [288]	validation_0-mlogloss:0.42447
6734.2s 1366 [289]	validation_0-mlogloss:0.42432
6734.2s 1367 [290]	validation_0-mlogloss:0.42401
6734.2s 1368 [291]	validation_0-mlogloss:0.42352
6734.2s 1369 [292]	validation_0-mlogloss:0.42327
6734.2s 1370 [293]	validation_0-mlogloss:0.42297
6734.2s 1371 [294]	validation_0-mlogloss:0.42281
6734.3s 1372 [295]	validation_0-mlogloss:0.42248
6734.3s 1373 [296]	validation_0-mlogloss:0.42215
6734.3s 1374 [297]	validation_0-mlogloss:0.42193
6734.3s 1375 [298]	validation_0-mlogloss:0.42177
6734.3s 1376 [299]	validation_0-mlogloss:0.42155
6734.3s 1377 [300]	validation_0-mlogloss:0.42149
6734.4s 1378 [301]	validation_0-mlogloss:0.42113
6734.4s 1379 [302]	validation_0-mlogloss:0.42064
6734.4s 1380 [303]	validation_0-mlogloss:0.42018
6734.4s 1381 [304]	validation_0-mlogloss:0.41976
6734.4s 1382 [305]	validation_0-mlogloss:0.41963
6734.4s 1383 [306]	validation_0-mlogloss:0.41934
6734.5s 1384 [307]	validation_0-mlogloss:0.41875
6734.5s 1385 [308]	validation_0-mlogloss:0.41805
6734.5s 1386 [309]	validation_0-mlogloss:0.41758
6734.5s 1387 [310]	validation_0-mlogloss:0.41713
6734.5s 1388 [311]	validation_0-mlogloss:0.41707
6734.5s 1389 [312]	validation_0-mlogloss:0.41700
6734.6s 1390 [313]	validation_0-mlogloss:0.41682
6734.6s 1391 [314]	validation_0-mlogloss:0.41640
6734.6s 1392 [315]	validation_0-mlogloss:0.41603
6734.6s 1393 [316]	validation_0-mlogloss:0.41593
6734.6s 1394 [317]	validation_0-mlogloss:0.41591
6734.6s 1395 [318]	validation_0-mlogloss:0.41574
6734.6s 1396 [319]	validation_0-mlogloss:0.41560
6734.7s 1397 [320]	validation_0-mlogloss:0.41544
6734.7s 1398 [321]	validation_0-mlogloss:0.41520
6734.7s 1399 [322]	validation_0-mlogloss:0.41503
6734.7s 1400 [323]	validation_0-mlogloss:0.41490
6734.7s 1401 [324]	validation_0-mlogloss:0.41484
6734.7s 1402 [325]	validation_0-mlogloss:0.41478
6734.8s 1403 [326]	validation_0-mlogloss:0.41451
6734.8s 1404 [327]	validation_0-mlogloss:0.41431
6734.8s 1405 [328]	validation_0-mlogloss:0.41421
6734.8s 1406 [329]	validation_0-mlogloss:0.41408
6734.8s 1407 [330]	validation_0-mlogloss:0.41367
6734.8s 1408 [331]	validation_0-mlogloss:0.41349
6734.8s 1409 [332]	validation_0-mlogloss:0.41329
6734.9s 1410 [333]	validation_0-mlogloss:0.41313
6734.9s 1411 [334]	validation_0-mlogloss:0.41273
6734.9s 1412 [335]	validation_0-mlogloss:0.41250
6734.9s 1413 [336]	validation_0-mlogloss:0.41237
6734.9s 1414 [337]	validation_0-mlogloss:0.41226
6734.9s 1415 [338]	validation_0-mlogloss:0.41193
6735.0s 1416 [339]	validation_0-mlogloss:0.41149
6735.0s 1417 [340]	validation_0-mlogloss:0.41133
6735.0s 1418 [341]	validation_0-mlogloss:0.41122
6735.0s 1419 [342]	validation_0-mlogloss:0.41118
6735.0s 1420 [343]	validation_0-mlogloss:0.41110
6735.1s 1421 [344]	validation_0-mlogloss:0.41101
6735.1s 1422 [345]	validation_0-mlogloss:0.41081
6735.1s 1423 [346]	validation_0-mlogloss:0.41079
6735.1s 1424 [347]	validation_0-mlogloss:0.41064
6735.1s 1425 [348]	validation_0-mlogloss:0.41061
6735.1s 1426 [349]	validation_0-mlogloss:0.41043
6735.2s 1427 [350]	validation_0-mlogloss:0.41038
6735.2s 1428 [351]	validation_0-mlogloss:0.41007
6735.2s 1429 [352]	validation_0-mlogloss:0.41003
6735.2s 1430 [353]	validation_0-mlogloss:0.40968
6735.2s 1431 [354]	validation_0-mlogloss:0.40962
6735.2s 1432 [355]	validation_0-mlogloss:0.40949
6735.3s 1433 [356]	validation_0-mlogloss:0.40934
6735.3s 1434 [357]	validation_0-mlogloss:0.40927
6735.3s 1435 [358]	validation_0-mlogloss:0.40921
6735.3s 1436 [359]	validation_0-mlogloss:0.40909
6735.3s 1437 [360]	validation_0-mlogloss:0.40883
6735.3s 1438 [361]	validation_0-mlogloss:0.40876
6735.3s 1439 [362]	validation_0-mlogloss:0.40864
6735.4s 1440 [363]	validation_0-mlogloss:0.40859
6735.4s 1441 [364]	validation_0-mlogloss:0.40814
6735.4s 1442 [365]	validation_0-mlogloss:0.40802
6735.4s 1443 [366]	validation_0-mlogloss:0.40784
6735.4s 1444 [367]	validation_0-mlogloss:0.40763
6735.4s 1445 [368]	validation_0-mlogloss:0.40752
6735.5s 1446 [369]	validation_0-mlogloss:0.40748
6735.5s 1447 [370]	validation_0-mlogloss:0.40719
6735.5s 1448 [371]	validation_0-mlogloss:0.40704
6735.5s 1449 [372]	validation_0-mlogloss:0.40691
6735.5s 1450 [373]	validation_0-mlogloss:0.40669
